Epoch,Client,Accuracy,Number
3,24,0.677564825253664,887
3,25,0.6699507389162561,1218
3,26,0.53628023352794,1199
3,27,0.6939443535188216,1222
3,28,0.6371994342291372,1414
3,29,0.7069864442127216,959
3,30,0.5878787878787879,825
3,31,0.729106628242075,1041
3,32,0.6811460258780037,1082
3,33,0.7447643979057592,764
3,34,0.8357082984073764,1193
3,35,0.6364312267657992,1345
3,36,0.5987361769352291,1266
3,37,0.2625386996904025,1615
3,38,0.47434944237918214,1345
3,39,0.43039879608728365,1329
3,40,0.6733590733590734,1295
3,41,0.7982832618025751,1165
3,42,0.562157935887412,1279
3,43,0.6202270381836945,969
3,44,0.9577358490566038,1325
3,45,0.7514880952380952,672
3,46,0.4782608695652174,1472
3,47,0.3160518444666002,1003
3,48,0.6998355263157895,1216
3,49,0.3397177419354839,992
4,0,0.387434554973822,764
4,1,0.7587006960556845,1293
4,2,0.7067718606180144,1521
4,3,0.9280138768430182,1153
4,4,0.6618181818181819,825
4,5,0.881326352530541,1146
4,6,0.7087988826815642,1432
4,7,0.7460197119029568,1319
4,8,0.6656274356975838,1283
4,9,0.5660146699266504,818
4,10,0.6077981651376146,872
4,11,0.2340637450199203,2008
4,12,0.4116575591985428,549
4,13,0.5365269461077844,835
4,14,0.6963036963036963,1001
4,15,0.9837745516652434,1171
4,16,0.5865751334858886,1311
4,17,0.9105560032232071,1241
4,18,0.5724876441515651,1214
4,19,0.9836065573770492,1220
4,20,0.3465674110835401,1209
4,21,0.8928571428571429,1148
4,22,0.6060225846925973,797
4,23,0.56006628003314,1207
4,24,0.7034949267192785,887
4,25,0.722495894909688,1218
4,26,0.5721434528773979,1199
4,27,0.7168576104746317,1222
4,28,0.6697312588401697,1414
4,29,0.7184567257559958,959
4,30,0.5987878787878788,825
4,31,0.7627281460134486,1041
4,32,0.6913123844731978,1082
4,33,0.7591623036649214,764
4,34,0.8499580888516345,1193
4,35,0.6624535315985131,1345
4,36,0.6279620853080569,1266
4,37,0.28111455108359135,1615
4,38,0.4899628252788104,1345
4,39,0.46952595936794583,1329
4,40,0.7019305019305019,1295
4,41,0.8206008583690987,1165
4,42,0.5840500390930414,1279
4,43,0.6398348813209495,969
4,44,0.9622641509433962,1325
4,45,0.7723214285714286,672
4,46,0.548233695652174,1472
4,47,0.34795613160518446,1003
4,48,0.7064144736842105,1216
4,49,0.36189516129032256,992
5,0,0.4201570680628272,764
5,1,0.8035576179427688,1293
5,2,0.7343852728468113,1521
5,3,0.9193408499566349,1153
5,4,0.6424242424242425,825
5,5,0.8647469458987783,1146
5,6,0.6976256983240223,1432
5,7,0.7028051554207733,1319
5,8,0.6632891660171473,1283
5,9,0.5256723716381418,818
5,10,0.5837155963302753,872
5,11,0.224601593625498,2008
5,12,0.37158469945355194,549
5,13,0.4874251497005988,835
5,14,0.6563436563436563,1001
5,15,0.9760888129803587,1171
5,16,0.559115179252479,1311
5,17,0.8887993553585818,1241
5,18,0.5181219110378913,1214
5,19,0.969672131147541,1220
5,20,0.315136476426799,1209
5,21,0.8632404181184669,1148
5,22,0.5959849435382685,797
5,23,0.5476387738193869,1207
5,24,0.6685456595264938,887
5,25,0.6674876847290641,1218
5,26,0.5296080066722268,1199
5,27,0.6816693944353519,1222
5,28,0.6223479490806223,1414
5,29,0.7017726798748697,959
5,30,0.5842424242424242,825
5,31,0.723342939481268,1041
5,32,0.6756007393715342,1082
5,33,0.7369109947643979,764
5,34,0.8248113998323554,1193
5,35,0.6304832713754647,1345
5,36,0.5947867298578199,1266
5,37,0.265015479876161,1615
5,38,0.4721189591078067,1345
5,39,0.42437923250564336,1329
5,40,0.6594594594594595,1295
5,41,0.7742489270386266,1165
5,42,0.5574667709147771,1279
5,43,0.6119711042311662,969
5,44,0.9509433962264151,1325
5,45,0.7440476190476191,672
5,46,0.4735054347826087,1472
5,47,0.3020937188434696,1003
5,48,0.6949013157894737,1216
5,49,0.3326612903225806,992
6,0,0.412303664921466,764
6,1,0.777262180974478,1293
6,2,0.715318869165023,1521
6,3,0.9176062445793582,1153
6,4,0.6533333333333333,825
6,5,0.8603839441535777,1146
6,6,0.6990223463687151,1432
6,7,0.7172100075815011,1319
6,8,0.6601714731098987,1283
6,9,0.5452322738386308,818
6,10,0.5974770642201835,872
6,11,0.23157370517928286,2008
6,12,0.3861566484517304,549
6,13,0.5161676646706587,835
6,14,0.6723276723276723,1001
6,15,0.977796754910333,1171
6,16,0.5713196033562167,1311
6,17,0.8912167606768735,1241
6,18,0.5461285008237232,1214
6,19,0.9688524590163935,1220
6,20,0.337468982630273,1209
6,21,0.8763066202090593,1148
6,22,0.5997490589711418,797
6,23,0.5534382767191384,1207
6,24,0.6786922209695603,887
6,25,0.6962233169129721,1218
6,26,0.5571309424520434,1199
6,27,0.6955810147299509,1222
6,28,0.6435643564356436,1414
6,29,0.7101147028154328,959
6,30,0.5878787878787879,825
6,31,0.7531219980787704,1041
6,32,0.6765249537892791,1082
6,33,0.7421465968586387,764
6,34,0.8222967309304275,1193
6,35,0.6475836431226766,1345
6,36,0.6097946287519748,1266
6,37,0.28173374613003094,1615
6,38,0.4817843866171004,1345
6,39,0.4477050413844996,1329
6,40,0.6718146718146718,1295
6,41,0.7828326180257511,1165
6,42,0.5691946833463644,1279
6,43,0.6264189886480909,969
6,44,0.9539622641509434,1325
6,45,0.7529761904761905,672
6,46,0.5115489130434783,1472
6,47,0.3389830508474576,1003
6,48,0.696546052631579,1216
6,49,0.35181451612903225,992
7,0,0.3612565445026178,764
7,1,0.7076566125290024,1293
7,2,0.6666666666666666,1521
7,3,0.9245446660884649,1153
7,4,0.6666666666666666,825
7,5,0.8647469458987783,1146
7,6,0.7074022346368715,1432
7,7,0.7573919636087946,1319
7,8,0.6710833982852689,1283
7,9,0.6063569682151589,818
7,10,0.6341743119266054,872
7,11,0.26245019920318724,2008
7,12,0.44808743169398907,549
7,13,0.5652694610778443,835
7,14,0.7322677322677322,1001
7,15,0.977796754910333,1171
7,16,0.5995423340961098,1311
7,17,0.8968573730862208,1241
7,18,0.6087314662273476,1214
7,19,0.9631147540983607,1220
7,20,0.4119106699751861,1209
7,21,0.8902439024390244,1148
7,22,0.6223337515683814,797
7,23,0.6006628003314002,1207
7,24,0.7271702367531003,887
7,25,0.7446633825944171,1218
7,26,0.6005004170141784,1199
7,27,0.7283142389525368,1222
7,28,0.6881188118811881,1414
7,29,0.7309697601668405,959
7,30,0.6133333333333333,825
7,31,0.7857829010566763,1041
7,32,0.7088724584103512,1082
7,33,0.7513089005235603,764
7,34,0.8516345347862532,1193
7,35,0.7122676579925651,1345
7,36,0.6714060031595577,1266
7,37,0.33869969040247677,1615
7,38,0.49591078066914496,1345
7,39,0.5003762227238525,1329
7,40,0.7096525096525097,1295
7,41,0.8077253218884121,1165
7,42,0.6075058639562158,1279
7,43,0.6542827657378741,969
7,44,0.9562264150943396,1325
7,45,0.7782738095238095,672
7,46,0.610733695652174,1472
7,47,0.4017946161515454,1003
7,48,0.7047697368421053,1216
7,49,0.38810483870967744,992
8,0,0.39659685863874344,764
8,1,0.7354988399071926,1293
8,2,0.6975673898750822,1521
8,3,0.9236773633998265,1153
8,4,0.6448484848484849,825
8,5,0.8603839441535777,1146
8,6,0.7011173184357542,1432
8,7,0.7194844579226687,1319
8,8,0.6749805144193297,1283
8,9,0.5635696821515892,818
8,10,0.6181192660550459,872
8,11,0.24352589641434264,2008
8,12,0.4225865209471767,549
8,13,0.5461077844311377,835
8,14,0.7012987012987013,1001
8,15,0.9769427839453458,1171
8,16,0.5865751334858886,1311
8,17,0.8896051571313457,1241
8,18,0.5700164744645799,1214
8,19,0.9565573770491803,1220
8,20,0.3680727874276261,1209
8,21,0.877177700348432,1148
8,22,0.616060225846926,797
8,23,0.575807787903894,1207
8,24,0.6888387824126269,887
8,25,0.7200328407224958,1218
8,26,0.5738115095913261,1199
8,27,0.6988543371522095,1222
8,28,0.6612446958981613,1414
8,29,0.7122002085505735,959
8,30,0.6,825
8,31,0.7646493756003843,1041
8,32,0.6866913123844732,1082
8,33,0.7473821989528796,764
8,34,0.8348700754400671,1193
8,35,0.6758364312267658,1345
8,36,0.6327014218009479,1266
8,37,0.3065015479876161,1615
8,38,0.4877323420074349,1345
8,39,0.472535741158766,1329
8,40,0.6787644787644788,1295
8,41,0.7785407725321889,1165
8,42,0.5871774824081314,1279
8,43,0.6346749226006192,969
8,44,0.9532075471698114,1325
8,45,0.7678571428571429,672
8,46,0.5665760869565217,1472
8,47,0.37587238285144564,1003
8,48,0.6957236842105263,1216
8,49,0.3649193548387097,992
9,0,0.5,764
9,1,0.7865429234338747,1293
9,2,0.7521367521367521,1521
9,3,0.834345186470078,1153
9,4,0.5490909090909091,825
9,5,0.7321116928446771,1146
9,6,0.6508379888268156,1432
9,7,0.6050037907505686,1319
9,8,0.642244738893219,1283
9,9,0.49144254278728605,818
9,10,0.5470183486238532,872
9,11,0.21314741035856574,2008
9,12,0.32604735883424407,549
9,13,0.47784431137724553,835
9,14,0.6403596403596403,1001
9,15,0.9043552519214346,1171
9,16,0.5041952707856598,1311
9,17,0.7622884770346495,1241
9,18,0.4868204283360791,1214
9,19,0.8959016393442623,1220
9,20,0.32092638544251445,1209
9,21,0.7543554006968641,1148
9,22,0.589711417816813,797
9,23,0.536039768019884,1207
9,24,0.5851183765501691,887
9,25,0.6362889983579638,1218
9,26,0.5112593828190158,1199
9,27,0.5842880523731587,1222
9,28,0.5537482319660537,1414
9,29,0.6506777893639207,959
9,30,0.526060606060606,825
9,31,0.7146974063400576,1041
9,32,0.621996303142329,1082
9,33,0.680628272251309,764
9,34,0.7636211232187762,1193
9,35,0.6111524163568773,1345
9,36,0.5608214849921012,1266
9,37,0.25572755417956655,1615
9,38,0.4356877323420074,1345
9,39,0.3912716328066215,1329
9,40,0.5536679536679536,1295
9,41,0.6454935622317597,1165
9,42,0.5261923377638781,1279
9,43,0.56656346749226,969
9,44,0.8928301886792452,1325
9,45,0.7127976190476191,672
9,46,0.5020380434782609,1472
9,47,0.2761714855433699,1003
9,48,0.6455592105263158,1216
9,49,0.3064516129032258,992
