,Epoch,Client_id,Class_id,Label_num,Test_acc,Test_loss,Comsume_time
2174,4,49,0,3,0.6666666666666666,0.49124401807785034,124.43987560272217
2175,5,0,3,28,0.0,0.24075235426425934,124.43987560272217
2176,5,0,2,42,0.0,0.22845309972763062,124.43987560272217
2177,5,0,6,34,0.029411764705882353,0.2515367865562439,124.43987560272217
2178,5,0,9,51,0.0,0.1803976446390152,124.43987560272217
2179,5,0,1,9,0.0,0.9622602462768555,124.43987560272217
2180,5,0,5,41,0.0,0.20287515223026276,124.43987560272217
2181,5,0,0,8,0.0,0.9701736569404602,124.43987560272217
2182,5,0,4,8,0.0,0.8606369495391846,124.43987560272217
2183,5,0,8,9,0.0,1.0597500801086426,124.43987560272217
2184,5,1,6,205,0.0,0.04499020054936409,124.43987560272217
2185,5,1,4,5,0.0,1.3411890268325806,124.43987560272217
2186,5,1,2,34,0.0,0.2816038131713867,124.43987560272217
2187,5,1,8,104,0.0,0.08618588745594025,124.43987560272217
2188,5,1,3,23,0.0,0.2727687954902649,124.43987560272217
2189,5,1,1,13,0.0,0.5363646745681763,124.43987560272217
2190,5,1,7,3,0.0,2.8706891536712646,124.43987560272217
2191,5,1,5,1,0.0,8.302806854248047,124.43987560272217
2192,5,2,5,40,0.0,0.20266373455524445,124.43987560272217
2193,5,2,6,44,0.0,0.2006821185350418,124.43987560272217
2194,5,2,9,93,0.0,0.09820108860731125,124.43987560272217
2195,5,2,0,183,0.0,0.0481300912797451,124.43987560272217
2196,5,2,8,23,0.043478260869565216,0.37795835733413696,124.43987560272217
2197,5,2,7,40,0.0,0.24263082444667816,124.43987560272217
2198,5,2,3,14,0.07142857142857142,0.40184131264686584,124.43987560272217
2199,5,2,4,9,0.0,0.648841381072998,124.43987560272217
2200,5,2,2,5,0.0,2.0104007720947266,124.43987560272217
2201,5,2,1,6,0.0,1.1581040620803833,124.43987560272217
2202,5,3,3,160,0.85,0.0032513358164578676,124.43987560272217
2203,5,3,2,79,0.7848101265822784,0.008706491440534592,124.43987560272217
2204,5,3,0,53,0.7358490566037735,0.015598353929817677,124.43987560272217
2205,5,3,4,18,0.6111111111111112,0.05733264237642288,124.43987560272217
2206,5,3,1,14,1.0,0.0002361712249694392,124.43987560272217
2207,5,3,5,22,1.0,0.0016381891909986734,124.43987560272217
